#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-10T05:56:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fd1ae19b206	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/A+A/632/A77&tab:{J/A+A/632/A77/3hsp-v9}&key:source=J/A+A/632/A77/3hsp-v9&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/632/A77/3hsp-v9
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=sflag
#-out=BZCat
#-out=lognu
#-out=lognufnu
#-out=f_lognu
#-out=z
#-out=f_z
#-out=Gamma
#-out=FOM
#-out=WHSP
#

#RESOURCE=yCat_36320077
#Name: J/A+A/632/A77
#Title: 3HSP blazars catalog (Chang+, 2019)
#Table	J_A_A_632_A77_3hsp-v9:
#Name: J/A+A/632/A77/3hsp-v9
#Title: The 3HSP catalog (table 1)
#Column	_RAJ2000	(A13)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A13)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(A20)	Designation (3HSPJHHMMSS.s+DDMMSS)	[ucd=meta.id;phys.atmol.configuration]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	sflag	(I1)	[0/4] Source Flag (1)	[ucd=meta.code]
#Column	BZCat	(A14)	BZCat counterpart (5BZ[BGU]JHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
#Column	lognu	(F4.1)	Log Synchrotron peak frequency	[ucd=em.freq;stat.max]
#Column	lognufnu	(F5.1)	Log Synchrotron peak flux (erg/cm^2^/s)	[ucd=phot.flux.density;em.gamma.hard]
#Column	f_lognu	(I1)	[1/3] Synchrotron peak estimation flag (G1)	[ucd=meta.code]
#Column	z	(F7.4)	? Redshift	[ucd=src.redshift]
#Column	f_z	(I1)	[0/5]? Redshift flag (G1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(A18)	Fermi gamma-ray counterpart	[ucd=meta.id.cross]
#Column	FOM	(F5.2)	Figure of Merit (G2)	[ucd=meta.code.qual]
#Column	WHSP	(A21)	2WHSP counterpart (2WHSPJHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
_RAJ2000|_DEJ2000|Name|RAJ2000|DEJ2000|sflag|BZCat|lognu|lognufnu|f_lognu|z|f_z|Gamma|FOM|WHSP
17 44 19.8000|+18 52 18.012|3HSPJ174419.8+185218|266.08250|+18.87167|0|              |15.8|-12.0|1| 0.3900|5|4FGL J1744.4+1851 | 0.40|2WHSPJ174419.7+185218
17 44 42.8400|+13 48 02.916|3HSPJ174442.8+134802|266.17850|+13.80081|0|              |16.2|-12.1|1| 0.2300|5|                  | 0.32|
17 44 59.5296|-17 26 39.084|3HSPJ174459.5-172639|266.24804|-17.44419|0|              |16.8|-11.2|1|       | |4FGL J1744.9-1727 | 2.51|
17 45 37.7592|+39 51 30.708|3HSPJ174537.8+395130|266.40733|+39.85853|0|5BZGJ1745+3951|16.2|-12.2|1| 0.2670|1|4FGL J1745.6+3950 | 0.25|
17 46 32.3592|+50 28 10.596|3HSPJ174632.4+502810|266.63483|+50.46961|0|5BZBJ1746+5028|16.5|-12.7|2| 0.4300|5|                  | 0.08|
17 47 02.5104|+49 38 01.608|3HSPJ174702.5+493801|266.76046|+49.63378|0|5BZBJ1747+4937|17.7|-12.0|1| 0.4600|1|4FGL J1747.2+4937 | 0.40|2WHSPJ174702.5+493800
17 48 37.6296|-08 54 40.716|3HSPJ174837.6-085440|267.15679|-08.91131|0|              |17.0|-12.7|2| 0.3300|5|4FGL J1748.5-0854 | 0.08|
17 49 29.9304|+46 31 35.688|3HSPJ174929.9+463135|267.37471|+46.52658|1|              |16.3|-12.5|1| 0.5300|5|                  | 0.13|2WHSPJ174929.8+463135
17 50 52.7304|+55 07 50.592|3HSPJ175052.7+550750|267.71971|+55.13072|1|              |15.2|-12.7|1| 0.2900|5|                  | 0.08|2WHSPJ175052.6+550750
17 51 56.8488|+65 51 17.496|3HSPJ175156.8+655117|267.98687|+65.85486|3|              |15.2|-12.7|1| 0.4200|5|                  | 0.08|2WHSPJ175156.8+655116
17 53 28.0800|+32 18 48.888|3HSPJ175328.1+321848|268.36700|+32.31358|0|              |17.6|-12.5|1| 0.5000|5|                  | 0.13|2WHSPJ175328.0+321847
17 56 00.6888|+33 29 24.108|3HSPJ175600.7+332924|269.00287|+33.49003|0|              |15.2|-12.8|1|       | |                  | 0.06|2WHSPJ175600.5+332924
17 56 15.9000|+55 22 18.012|3HSPJ175615.1+552218|269.06625|+55.37167|0|5BZBJ1756+5522|16.9|-11.4|1| 0.6570|3|4FGL J1756.3+5522 | 1.58|2WHSPJ175615.9+552218
17 57 13.0704|+70 33 37.800|3HSPJ175713.1+703337|269.30446|+70.56050|0|5BZBJ1757+7033|17.3|-11.8|1| 0.4070|1|4FGL J1757.0+7032 | 0.63|2WHSPJ175713.0+703337
17 57 51.3096|-45 35 06.216|3HSPJ175751.0-453506|269.46379|-45.58506|0|              |15.7|-11.9|1|       | |                  | 0.50|2WHSPJ175751.2-453506
17 59 49.2000|+70 37 18.984|3HSPJ175949.2+703719|269.95500|+70.62194|2|5BZBJ1759+7037|15.5|-12.3|1|       | |4FGL J1800.1+7037 | 0.20|2WHSPJ175949.1+703718
17 59 55.2600|+15 01 09.588|3HSPJ175955.3+150109|269.98025|+15.01933|0|              |15.9|-11.9|1|       | |                  | 0.50|2WHSPJ175955.2+150109
18 00 02.0400|+28 10 45.696|3HSPJ180002.0+281045|270.00850|+28.17936|0|              |17.1|-12.0|1| 0.4400|5|4FGL J1800.1+2812 | 0.40|2WHSPJ180001.9+281045
18 01 43.9608|+29 50 55.608|3HSPJ180144.0+295055|270.43317|+29.84878|0|              |16.7|-12.1|1| 0.4500|5|FL8Y J1801.8+2948 | 0.32|2WHSPJ180143.9+295054
18 01 58.9296|+61 09 38.088|3HSPJ180158.9+610938|270.49554|+61.16058|0|              |15.6|-12.2|1|       | |                  | 0.25|2WHSPJ180158.9+610938
18 03 11.4408|+72 35 04.308|3HSPJ180311.4+723504|270.79767|+72.58453|4|              |15.1|-12.7|1|       | |                  | 0.08|2WHSPJ180311.3+723503
18 03 54.3192|+65 48 25.092|3HSPJ180354.3+654825|270.97633|+65.80697|0|5BZBJ1803+6548|16.0|-12.7|1| 0.0850|2|FL8Y J1803.4+6548 | 0.08|2WHSPJ180354.3+654824
18 04 08.8896|+00 42 22.212|3HSPJ180408.9+004222|271.03704|+00.70617|2|5BZGJ1804+0042|17.1|-11.2|1| 0.0870|1|                  | 2.51|2WHSPJ180408.8+004221
18 04 09.3096|+56 21 22.284|3HSPJ180409.0+562122|271.03879|+56.35619|0|              |16.6|-12.4|1| 0.5500|5|                  | 0.16|2WHSPJ180409.3+562121
18 04 31.9392|+61 41 12.984|3HSPJ180431.9+614113|271.13308|+61.68694|1|              |15.1|-12.9|1| 0.2700|5|                  | 0.05|2WHSPJ180432.2+614120
18 04 51.3888|+32 20 26.304|3HSPJ180451.4+322026|271.21412|+32.34064|0|              |16.3|-12.3|1| 0.3100|5|                  | 0.20|2WHSPJ180451.3+322026
18 07 32.1792|+64 29 26.304|3HSPJ180732.2+642926|271.88408|+64.49064|0|              |15.0|-12.4|1| 0.2390|1|4FGL J1807.2+6429 | 0.16|
18 08 32.7192|+51 04 07.212|3HSPJ180832.7+510407|272.13633|+51.06867|1|              |15.4|-12.3|1| 0.2900|5|                  | 0.20|2WHSPJ180832.7+510406
18 08 45.6888|+24 19 05.700|3HSPJ180845.7+241905|272.19037|+24.31825|0|              |17.3|-12.3|1| 0.4500|5|4FGL J1808.8+2419 | 0.20|2WHSPJ180845.6+241905
18 08 49.6896|+35 20 42.684|3HSPJ180849.7+352042|272.20704|+35.34519|0|              |15.0|-12.4|2| 0.2200|5|4FGL J1808.8+3522 | 0.16|
18 09 25.4208|+20 41 31.092|3HSPJ180925.4+204131|272.35592|+20.69197|0|5BZBJ1809+2041|15.0|-11.5|1| 0.2800|3|4FGL J1809.3+2042 | 1.26|2WHSPJ180925.3+204130
18 11 18.0192|+03 41 13.596|3HSPJ181118.0+034113|272.82508|+03.68711|0|5BZBJ1811+0341|15.8|-11.3|1|       | |4FGL J1811.3+0340 | 2.00|2WHSPJ181117.9+034112
18 13 35.2008|+31 44 17.592|3HSPJ181335.0+314417|273.39667|+31.73822|0|5BZBJ1813+3144|15.0|-11.4|1| 0.1170|1|4FGL J1813.5+3144 | 1.58|
18 14 03.4296|+38 28 10.200|3HSPJ181403.4+382810|273.51429|+38.46950|1|              |15.9|-12.1|1| 0.3500|5|4FGL J1814.0+3828 | 0.32|2WHSPJ181403.4+382809
18 20 20.9808|+36 23 43.116|3HSPJ182021.0+362343|275.08742|+36.39531|0|              |16.3|-12.1|1| 0.3300|5|4FGL J1820.3+3624 | 0.32|2WHSPJ182020.8+362343
18 23 38.5992|-34 54 12.096|3HSPJ182338.6-345412|275.91083|-34.90336|0|5BZUJ1823-3454|16.6|-10.9|1|       | |4FGL J1823.6-3453 | 5.01|2WHSPJ182338.5-345411
18 24 19.0296|+43 09 49.500|3HSPJ182419.0+430949|276.07929|+43.16375|0|              |17.8|-11.7|1| 0.4870|1|4FGL J1824.5+4311 | 0.79|2WHSPJ182419.0+430948
18 25 31.9800|+60 19 22.008|3HSPJ182532.0+601922|276.38325|+60.32278|1|              |16.2|-12.5|1| 0.2500|5|                  | 0.13|2WHSPJ182531.9+601922
18 28 33.5496|-59 20 54.708|3HSPJ182833.5-592054|277.13979|-59.34853|4|              |17.7|-11.8|1|       | |                  | 0.63|2WHSPJ182833.4-592053
18 28 54.7104|-24 17 35.088|3HSPJ182854.7-241735|277.22796|-24.29308|0|              |16.2|-11.8|1| 0.0500|5|4FGL J1829.0-2417 | 0.63|
18 29 24.2904|+54 02 59.604|3HSPJ182924.3+540259|277.35121|+54.04989|0|5BZBJ1829+5402|15.0|-11.8|1|       | |4FGL J1829.3+5402 | 0.63|
18 31 41.0088|+42 21 30.096|3HSPJ183141.0+422130|277.92087|+42.35836|0|              |15.9|-12.5|1| 0.6000|5|                  | 0.13|2WHSPJ183140.9+422129
18 32 00.9792|+38 21 37.008|3HSPJ183201.0+382137|278.00408|+38.36028|1|              |15.6|-12.2|1| 0.2200|5|4FGL J1831.9+3820 | 0.25|2WHSPJ183200.9+382137
18 32 29.3592|+51 21 28.512|3HSPJ183229.4+512128|278.12233|+51.35792|1|              |15.1|-12.9|1|       | |                  | 0.05|2WHSPJ183229.2+512128
18 38 06.7392|-60 00 32.112|3HSPJ183806.7-600032|279.52808|-60.00892|0|              |15.5|-12.0|1| 0.1800|5|4FGL J1838.0-5959 | 0.40|2WHSPJ183806.7-600032
18 38 20.6400|-60 25 22.404|3HSPJ183820.6-602522|279.58600|-60.42289|0|              |15.9|-12.0|1| 0.1210|1|4FGL J1838.4-6023 | 0.40|2WHSPJ183820.5-602522
18 38 49.1496|+48 02 34.404|3HSPJ183849.1+480234|279.70479|+48.04289|0|5BZBJ1838+4802|16.0|-11.1|1| 0.3000|2|4FGL J1838.8+4802 | 3.16|2WHSPJ183849.0+480234
18 41 20.3088|+59 06 08.100|3HSPJ184120.0+590608|280.33462|+59.10225|0|5BZBJ1841+5906|16.5|-12.5|1| 0.5300|1|                  | 0.13|2WHSPJ184120.2+590607
18 41 21.7296|+29 09 40.788|3HSPJ184121.7+290940|280.34054|+29.16133|0|              |16.1|-11.6|1| 0.1800|5|4FGL J1841.3+2909 | 1.00|2WHSPJ184121.7+290939
18 41 47.0400|+32 18 39.096|3HSPJ184147.0+321839|280.44600|+32.31086|0|5BZBJ1841+3218|16.2|-11.9|1| 0.2400|5|4FGL J1841.8+3218 | 0.50|2WHSPJ184146.9+321838
18 42 07.4400|+52 17 02.184|3HSPJ184207.4+521702|280.53100|+52.28394|1|              |16.0|-12.5|1| 0.4300|5|                  | 0.13|2WHSPJ184207.3+521702
18 42 29.8296|-58 41 57.516|3HSPJ184229.8-584157|280.62429|-58.69931|0|              |17.1|-11.4|1| 0.3300|5|4FGL J1842.4-5840 | 1.58|
18 44 25.3608|+15 46 45.804|3HSPJ184425.4+154645|281.10567|+15.77939|0|              |15.1|-11.4|1| 0.1100|5|4FGL J1844.4+1547 | 1.58|
18 44 30.8592|+54 41 44.700|3HSPJ184430.9+544144|281.12858|+54.69575|0|              |15.2|-11.9|1| 0.2340|2|                  | 0.50|2WHSPJ184430.7+544144
18 44 45.6504|-32 46 41.484|3HSPJ184445.7-324641|281.19021|-32.77819|0|              |15.0|-11.9|2|       | |4FGL J1844.8-3248 | 0.50|
18 45 14.1192|+55 52 42.384|3HSPJ184514.1+555242|281.30883|+55.87844|0|              |16.4|-12.5|1| 0.6100|5|                  | 0.13|2WHSPJ184514.0+555241
18 46 42.6600|+56 16 27.408|3HSPJ184642.7+561627|281.67775|+56.27428|0|              |17.4|-12.4|1| 0.3200|5|                  | 0.16|2WHSPJ184642.6+561627
18 48 22.5504|+65 36 57.492|3HSPJ184822.6+653657|282.09396|+65.61597|0|5BZBJ1848+6537|17.7|-12.2|1| 0.3640|1|4FGL J1848.5+6537 | 0.25|2WHSPJ184822.4+653656
18 48 47.1192|+42 45 39.492|3HSPJ184847.1+424539|282.19633|+42.76097|0|5BZBJ1848+4245|17.8|-11.5|1| 0.4000|5|4FGL J1848.9+4247 | 1.26|2WHSPJ184847.1+424538
18 49 19.4592|-16 47 24.000|3HSPJ184919.5-164724|282.33108|-16.79000|0|              |16.5|-11.7|2| 0.1600|5|4FGL J1849.2-1647 | 0.79|
18 49 51.6600|+74 53 18.888|3HSPJ184951.7+745318|282.46525|+74.88858|1|              |15.2|-12.6|1| 0.4000|5|                  | 0.10|2WHSPJ184951.5+745317
18 50 24.0312|+26 31 53.616|3HSPJ185024.0+263153|282.60013|+26.53156|0|              |16.1|-11.9|1| 0.2200|5|4FGL J1850.5+2631 | 0.50|2WHSPJ185023.9+263153
18 53 52.0608|+67 13 55.092|3HSPJ185352.1+671355|283.46692|+67.23197|0|5BZBJ1853+6713|17.2|-12.0|1| 0.2120|1|4FGL J1853.8+6714 | 0.40|2WHSPJ185352.0+671354
18 55 50.8896|+80 52 23.196|3HSPJ185550.9+805223|283.96204|+80.87311|0|              |15.7|-12.9|1|       | |                  | 0.05|2WHSPJ185550.8+805223
18 58 13.4304|+43 24 51.912|3HSPJ185813.4+432451|284.55596|+43.41442|2|              |17.4|-11.9|1| 0.1700|5|4FGL J1858.3+4321 | 0.50|2WHSPJ185813.3+432451
19 04 11.8392|+36 26 58.704|3HSPJ190411.8+362658|286.04933|+36.44964|0|              |17.6|-11.8|1| 0.1300|5|4FGL J1904.1+3627 | 0.63|2WHSPJ190411.8+362657
19 10 52.1304|+28 56 24.288|3HSPJ191052.1+285624|287.71721|+28.94008|0|              |16.7|-11.8|1| 0.3000|5|4FGL J1910.8+2856 | 0.63|
19 11 29.7408|-19 08 24.792|3HSPJ191129.7-190824|287.87392|-19.14022|0|              |17.0|-11.6|2| 0.1600|5|4FGL J1911.4-1908 | 1.00|
19 12 51.1512|-12 49 18.984|3HSPJ191251.2-124919|288.21313|-12.82194|0|              |15.4|-11.9|1|       | |4FGL J1912.7-1250 | 0.50|
19 14 01.8792|+44 38 32.208|3HSPJ191401.9+443832|288.50783|+44.64228|0|              |15.7|-11.8|1| 0.2800|5|4FGL J1913.9+4439 | 0.63|
19 18 03.6000|+03 30 31.104|3HSPJ191803.6+033031|289.51500|+03.50864|0|              |16.2|-12.3|1| 0.2300|5|4FGL J1918.0+0331 | 0.20|
19 18 09.6408|+37 53 13.092|3HSPJ191809.6+375313|289.54017|+37.88697|0|              |16.2|-11.6|1|       | |4FGL J1918.1+3752 | 1.00|2WHSPJ191809.6+375312
19 20 24.9408|+69 35 37.392|3HSPJ192024.9+693537|290.10392|+69.59372|1|              |15.7|-13.0|1| 0.7400|5|                  | 0.04|2WHSPJ192024.9+693536
19 21 57.6408|+58 17 01.212|3HSPJ192157.6+581701|290.49017|+58.28367|0|              |16.4|-12.4|1| 0.4000|5|FL8Y J1921.7+5817 | 0.16|
19 22 42.3000|-74 53 56.616|3HSPJ192242.3-745356|290.67625|-74.89906|0|              |16.3|-11.8|1| 0.3600|5|4FGL J1922.5-7453 | 0.63|2WHSPJ192242.2-745356
19 23 25.3992|-25 02 08.988|3HSPJ192325.4-250209|290.85583|-25.03583|0|              |17.8|-12.0|1| 0.6500|4|4FGL J1923.4-2503 | 0.40|
19 25 02.2488|+28 15 42.084|3HSPJ192502.2+281542|291.25937|+28.26169|0|              |16.3|-11.6|1| 0.1600|5|4FGL J1925.0+2815 | 1.00|
19 25 19.0704|+37 05 35.592|3HSPJ192519.1+370535|291.32946|+37.09322|0|              |16.6|-11.8|1| 0.2600|5|FL8Y J1925.4+3706 | 0.63|
19 25 27.1392|-72 20 44.808|3HSPJ192527.1-722044|291.36308|-72.34578|1|              |15.3|-11.9|1|       | |                  | 0.50|2WHSPJ192527.1-722044
19 26 49.8888|+61 54 42.408|3HSPJ192649.9+615442|291.70787|+61.91178|0|5BZBJ1926+6154|15.8|-11.4|1|       | |4FGL J1926.8+6154 | 1.58|2WHSPJ192649.7+615442
19 31 09.2592|+09 37 16.608|3HSPJ193109.3+093716|292.78858|+09.62128|0|5BZBJ1931+0937|15.9|-10.7|1|       | |4FGL J1931.1+0937 | 7.94|2WHSPJ193109.1+093715
19 33 20.2800|+07 26 21.588|3HSPJ193320.3+072621|293.33450|+07.43933|0|5BZUJ1933+0726|16.2|-11.7|1| 0.1700|5|4FGL J1933.3+0726 | 0.79|2WHSPJ193320.2+072621
19 34 12.7704|-24 19 20.388|3HSPJ193412.8-241920|293.55321|-24.32233|0|              |16.2|-11.4|1| 0.2300|5|4FGL J1934.3-2419 | 1.58|2WHSPJ193412.7-241919
19 34 19.6200|+60 01 39.504|3HSPJ193419.6+600139|293.58175|+60.02764|4|              |15.5|-12.0|1|       | |4FGL J1934.2+6002 | 0.40|2WHSPJ193419.6+600139
19 35 17.5992|+75 19 33.204|3HSPJ193517.6+751933|293.82333|+75.32589|1|              |16.2|-12.4|1| 0.2700|5|                  | 0.16|2WHSPJ193517.5+751932
19 36 56.1000|-47 19 50.016|3HSPJ193656.0-471950|294.23375|-47.33056|0|5BZBJ1936-4719|17.7|-11.2|1| 0.2650|1|4FGL J1936.9-4720 | 2.51|2WHSPJ193656.1-471950
19 38 04.5504|-38 01 17.688|3HSPJ193804.6-380117|294.51896|-38.02158|1|              |15.5|-12.3|2| 0.3000|5|                  | 0.20|2WHSPJ193804.5-380117
19 42 47.4792|+10 33 27.000|3HSPJ194247.5+103327|295.69783|+10.55750|0|5BZBJ1942+1033|15.3|-11.0|1|       | |4FGL J1942.7+1033 | 3.98|2WHSPJ194247.3+103326
19 43 33.7992|-05 33 53.712|3HSPJ194333.8-053353|295.89083|-05.56492|0|              |17.5|-11.8|3| 0.5000|5|3FGL J1944.0-0535 | 0.63|2WHSPJ194333.7-053352
19 43 56.2392|+21 18 22.896|3HSPJ194356.2+211822|295.98433|+21.30636|0|              |18.1|-11.0|1| 0.2200|5|4FGL J1944.0+2117 | 3.98|2WHSPJ194356.2+211821
19 44 22.3992|-45 23 31.812|3HSPJ194422.4-452331|296.09333|-45.39217|0|              |15.9|-11.6|1| 0.2100|5|4FGL J1944.4-4523 | 1.00|2WHSPJ194422.3-452330
19 44 55.1592|-21 43 19.200|3HSPJ194455.2-214319|296.22983|-21.72200|0|              |17.0|-12.0|1| 0.2800|4|4FGL J1944.9-2143 | 0.40|2WHSPJ194455.0-214318
19 46 15.2904|-52 08 48.696|3HSPJ194615.3-520848|296.56371|-52.14686|0|              |16.5|-12.2|1| 0.2300|5|                  | 0.25|2WHSPJ194615.1-520848
19 49 34.2000|+09 06 53.604|3HSPJ194934.2+090653|297.39250|+09.11489|0|              |15.5|-11.6|1|       | |4FGL J1949.5+0906 | 1.00|2WHSPJ194934.1+090652
19 50 21.8808|+60 47 53.916|3HSPJ195021.9+604753|297.59117|+60.79831|0|              |16.3|-12.1|1| 0.2500|5|                  | 0.32|2WHSPJ195020.9+604750
19 51 34.8696|-15 49 30.396|3HSPJ195134.9-154930|297.89529|-15.82511|4|              |15.9|-12.1|1| 0.4200|5|                  | 0.32|2WHSPJ195134.7-154929
19 55 00.6504|-16 03 38.304|3HSPJ195500.7-160338|298.75271|-16.06064|0|              |16.4|-11.7|1| 0.2300|4|4FGL J1955.1-1604 | 0.79|2WHSPJ195500.5-160338
19 55 02.8488|-56 40 28.596|3HSPJ195502.8-564028|298.76187|-56.67461|0|              |16.0|-11.5|1| 0.2000|5|4FGL J1954.9-5640 | 1.26|2WHSPJ195502.8-564027
19 55 47.8608|+02 15 12.816|3HSPJ195547.9+021512|298.94942|+02.25356|0|              |15.7|-11.4|1|       | |4FGL J1955.7+0214 | 1.58|2WHSPJ195547.8+021511
19 57 55.0200|-24 19 50.592|3HSPJ195755.0-241950|299.47925|-24.33072|4|              |15.5|-11.9|1|       | |                  | 0.50|2WHSPJ195755.0-241950
19 58 00.4800|+24 38 06.000|3HSPJ195800.5+243806|299.50200|+24.63500|0|              |16.0|-11.4|1|       | |4FGL J1958.1+2438 | 1.58|
19 58 12.6696|+69 43 25.104|3HSPJ195812.7+694325|299.55279|+69.72364|0|              |16.1|-12.4|1| 0.2800|5|FL8Y J1957.9+6941 | 0.16|
19 58 14.9088|-30 11 11.616|3HSPJ195814.1-301111|299.56212|-30.18656|0|5BZGJ1958-3011|17.0|-11.3|1| 0.1190|1|4FGL J1958.3-3010 | 2.00|2WHSPJ195814.8-301111
19 59 45.6600|-47 25 19.200|3HSPJ195945.7-472519|299.94025|-47.42200|0|              |15.3|-11.4|1|       | |4FGL J1959.7-4725 | 1.58|2WHSPJ195945.5-472518
19 59 59.8296|+65 08 54.708|3HSPJ195959.8+650854|299.99929|+65.14853|0|5BZBJ1959+6508|16.9|-10.1|1| 0.0470|1|4FGL J2000.0+6508 |31.62|2WHSPJ195959.8+650853
20 00 53.9496|-36 42 26.316|3HSPJ200053.9-364226|300.22479|-36.70731|1|              |16.1|-12.2|1|       | |                  | 0.25|2WHSPJ200053.8-364225
20 01 12.8688|+43 52 52.896|3HSPJ200112.9+435252|300.30362|+43.88136|0|5BZBJ2001+4352|15.1|-10.7|1|       | |4FGL J2001.2+4353 | 7.94|2WHSPJ200112.7+435251
20 02 04.1808|-57 36 45.288|3HSPJ200204.2-573645|300.51742|-57.61258|0|              |15.7|-11.7|1| 0.2600|5|4FGL J2001.9-5737 | 0.79|2WHSPJ200204.0-573644
20 02 13.6800|-58 37 36.300|3HSPJ200213.7-583736|300.55700|-58.62675|0|              |15.9|-12.2|1| 0.3500|5|                  | 0.25|2WHSPJ200213.6-583736
20 02 27.2712|-71 19 36.192|3HSPJ200227.3-711936|300.61363|-71.32672|0|              |16.5|-11.9|2| 0.2100|5|4FGL J2002.4-7119 | 0.50|
20 02 45.3792|+63 02 33.288|3HSPJ200245.4+630233|300.68908|+63.04258|0|              |16.3|-12.1|1|       | |4FGL J2002.6+6302 | 0.32|2WHSPJ200245.3+630232
20 05 05.9688|+70 04 39.504|3HSPJ200506.0+700439|301.27487|+70.07764|0|5BZBJ2005+7004|16.6|-11.8|1|       | |4FGL J2005.1+7003 | 0.63|2WHSPJ200505.8+700439
20 06 32.8008|+63 55 49.116|3HSPJ200632.1+635549|301.63667|+63.93031|1|              |15.4|-12.4|1| 0.2900|5|                  | 0.16|2WHSPJ200632.8+635549
20 09 25.3896|-48 49 53.508|3HSPJ200925.4-484953|302.35579|-48.83153|0|5BZBJ2009-4849|15.4|-10.3|1| 0.0710|1|4FGL J2009.4-4849 |19.95|2WHSPJ200925.3-484953
20 10 02.9304|-24 47 37.716|3HSPJ201002.9-244737|302.51221|-24.79381|1|              |15.9|-12.3|1| 0.3200|5|                  | 0.20|2WHSPJ201002.8-244736
20 12 00.9792|-77 12 19.908|3HSPJ201201.0-771219|303.00408|-77.20553|2|              |16.7|-12.0|1| 0.3300|5|J201200.9-771219  | 0.40|2WHSPJ201200.9-771219
20 12 13.7112|-52 32 51.108|3HSPJ201213.7-523251|303.05713|-52.54753|0|              |16.5|-12.2|1| 0.3700|5|4FGL J2012.1-5234 | 0.25|
20 14 28.6392|-00 47 22.812|3HSPJ201428.6-004722|303.61933|-00.78967|0|5BZBJ2014-0047|15.2|-11.9|1| 0.2310|1|4FGL J2014.3-0047 | 0.50|2WHSPJ201428.6-004721
20 14 31.0800|+06 48 52.488|3HSPJ201431.1+064852|303.62950|+06.81458|0|5BZBJ2014+0648|15.8|-11.7|1| 0.3410|1|4FGL J2014.5+0648 | 0.79|
20 15 03.8088|+16 22 27.192|3HSPJ201503.1+162227|303.76587|+16.37422|0|              |15.7|-12.2|1| 0.2500|5|4FGL J2015.0+1621 | 0.25|
20 15 25.0200|-14 32 03.912|3HSPJ201525.0-143203|303.85425|-14.53442|0|              |16.0|-12.3|1| 0.3100|5|4FGL J2015.3-1432 | 0.20|
20 16 19.5504|+49 53 24.504|3HSPJ201619.6+495324|304.08146|+49.89014|0|              |16.0|-11.8|1|       | |4FGL J2016.3+4953 | 0.63|
20 19 24.7392|+71 26 24.612|3HSPJ201924.7+712624|304.85308|+71.44017|1|              |15.5|-11.9|1| 0.3100|5|                  | 0.50|2WHSPJ201924.7+712623
20 21 43.8600|-72 26 11.796|3HSPJ202143.9-722611|305.43275|-72.43661|0|              |16.2|-12.0|1| 0.2900|5|4FGL J2022.0-7224 | 0.40|
20 24 29.3712|-08 48 04.500|3HSPJ202429.4-084804|306.12238|-08.80125|0|              |15.8|-11.8|1|       | |4FGL J2024.4-0847 | 0.63|2WHSPJ202429.2-084803
20 26 30.7896|+76 44 48.300|3HSPJ202630.8+764448|306.62829|+76.74675|0|              |16.6|-12.0|1| 0.2900|5|4FGL J2026.1+7645 | 0.40|2WHSPJ202630.7+764448
20 26 58.4304|+33 43 08.400|3HSPJ202658.4+334308|306.74346|+33.71900|0|              |17.5|-11.3|3| 0.2400|5|4FGL J2027.0+3343 | 2.00|
20 28 30.2808|+76 47 36.492|3HSPJ202830.3+764736|307.12617|+76.79347|0|              |16.1|-12.5|1| 0.3800|5|                  | 0.13|
20 30 24.0408|-50 34 13.008|3HSPJ203024.0-503413|307.60017|-50.57028|0|              |16.7|-12.6|1| 0.5300|5|4FGL J2030.3-5038 | 0.10|
20 30 27.9096|-14 39 17.100|3HSPJ203027.1-143917|307.61629|-14.65475|0|              |16.9|-12.5|1| 0.4300|5|4FGL J2030.5-1439 | 0.13|
20 30 31.6800|+22 34 39.396|3HSPJ203031.7+223439|307.63200|+22.57761|0|              |16.2|-12.0|1|       | |4FGL J2030.5+2235 | 0.40|
20 30 57.1200|+19 36 12.888|3HSPJ203057.1+193612|307.73800|+19.60358|0|              |15.8|-11.8|1| 0.2700|5|4FGL J2030.9+1935 | 0.63|2WHSPJ203057.1+193611
